id,dataset,classifier,reduction,accuracy,IC_Accuracy,precision,recall,f1,n_estimators,criterion,max_depth,min_samples_leaf,max_features,bootstrap,n_jobs,random_state,class_weight
400,euclidian_px_all,randomforestclassifier,None,0.7245454545454545,"(0.6492046761498459, 0.7998862329410631)",0.6916666666666667,0.615,0.6265873015873016,1000,gini,,15,38,True,-1,707878,
401,euclidian_px_all,randomforestclassifier,None,0.7254545454545455,"(0.6397425725790197, 0.8111665183300713)",0.7083333333333334,0.595,0.6146825396825397,1000,gini,,20,38,True,-1,707878,
402,euclidian_px_all,randomforestclassifier,None,0.7145454545454545,"(0.623186937167376, 0.8059039719235329)",0.665,0.615,0.6218253968253968,1000,gini,,1,42,True,-1,707878,
403,euclidian_px_all,randomforestclassifier,None,0.7427272727272727,"(0.6622016784386417, 0.8232528670159036)",0.7054761904761905,0.615,0.6421717171717172,1000,gini,,2,42,True,-1,707878,
404,euclidian_px_all,randomforestclassifier,None,0.7327272727272727,"(0.6462295357674334, 0.819225009687112)",0.6888095238095238,0.5900000000000001,0.6183621933621933,1000,gini,,5,42,True,-1,707878,
405,euclidian_px_all,randomforestclassifier,None,0.7145454545454545,"(0.6341278758578102, 0.7949630332330988)",0.6721428571428572,0.5650000000000001,0.5921717171717172,1000,gini,,10,42,True,-1,707878,
406,euclidian_px_all,randomforestclassifier,None,0.7336363636363636,"(0.6616114301895597, 0.8056612970831676)",0.6988095238095238,0.615,0.6326479076479077,1000,gini,,15,42,True,-1,707878,
407,euclidian_px_all,randomforestclassifier,None,0.7063636363636363,"(0.6208574746021962, 0.7918697981250764)",0.6583333333333334,0.5700000000000001,0.5813492063492063,1000,gini,,20,42,True,-1,707878,
408,euclidian_px_all,randomforestclassifier,None,0.7236363636363636,"(0.6344113481321031, 0.8128613791406242)",0.6721428571428572,0.615,0.6278860028860029,1000,gini,,1,46,True,-1,707878,
409,euclidian_px_all,randomforestclassifier,None,0.7427272727272727,"(0.6622016784386417, 0.8232528670159036)",0.7054761904761905,0.615,0.6421717171717172,1000,gini,,2,46,True,-1,707878,
410,euclidian_px_all,randomforestclassifier,None,0.7327272727272727,"(0.6462295357674334, 0.819225009687112)",0.6888095238095238,0.5900000000000001,0.6183621933621933,1000,gini,,5,46,True,-1,707878,
411,euclidian_px_all,randomforestclassifier,None,0.7145454545454545,"(0.6341278758578102, 0.7949630332330988)",0.6721428571428572,0.5650000000000001,0.5921717171717172,1000,gini,,10,46,True,-1,707878,
412,euclidian_px_all,randomforestclassifier,None,0.7245454545454545,"(0.6492046761498459, 0.7998862329410631)",0.6916666666666667,0.615,0.6265873015873016,1000,gini,,15,46,True,-1,707878,
413,euclidian_px_all,randomforestclassifier,None,0.7154545454545456,"(0.637538531993133, 0.7933705589159581)",0.675,0.5900000000000001,0.6027777777777776,1000,gini,,20,46,True,-1,707878,
414,euclidian_px_all,randomforestclassifier,None,0.7245454545454545,"(0.637622358507673, 0.811468550583236)",0.675,0.64,0.6384920634920634,1000,gini,,1,50,True,-1,707878,
415,euclidian_px_all,randomforestclassifier,None,0.7436363636363637,"(0.6588059978740265, 0.8284667293987008)",0.6971428571428572,0.64,0.6528860028860028,1000,gini,,2,50,True,-1,707878,
416,euclidian_px_all,randomforestclassifier,None,0.7418181818181818,"(0.6532273251364491, 0.8304090384999145)",0.6971428571428572,0.615,0.6362193362193362,1000,gini,,5,50,True,-1,707878,
417,euclidian_px_all,randomforestclassifier,None,0.7145454545454545,"(0.6341278758578102, 0.7949630332330988)",0.6721428571428572,0.5650000000000001,0.5921717171717172,1000,gini,,10,50,True,-1,707878,
418,euclidian_px_all,randomforestclassifier,None,0.7245454545454545,"(0.6492046761498459, 0.7998862329410631)",0.6916666666666667,0.615,0.6265873015873016,1000,gini,,15,50,True,-1,707878,
419,euclidian_px_all,randomforestclassifier,None,0.7154545454545456,"(0.637538531993133, 0.7933705589159581)",0.675,0.5900000000000001,0.6027777777777776,1000,gini,,20,50,True,-1,707878,
420,euclidian_px_all,randomforestclassifier,None,0.7327272727272727,"(0.6409582454525862, 0.8244963000019592)",0.6804761904761906,0.64,0.6457431457431457,1000,gini,,1,54,True,-1,707878,
421,euclidian_px_all,randomforestclassifier,None,0.7427272727272727,"(0.6565642458346096, 0.8288902996199358)",0.6971428571428573,0.64,0.6528860028860028,1000,gini,,2,54,True,-1,707878,
422,euclidian_px_all,randomforestclassifier,None,0.7336363636363636,"(0.6495710154032556, 0.8177017118694717)",0.6888095238095239,0.615,0.63502886002886,1000,gini,,5,54,True,-1,707878,
423,euclidian_px_all,randomforestclassifier,None,0.7145454545454545,"(0.6341278758578102, 0.7949630332330988)",0.6721428571428572,0.5650000000000001,0.5921717171717172,1000,gini,,10,54,True,-1,707878,
424,euclidian_px_all,randomforestclassifier,None,0.7245454545454545,"(0.6492046761498459, 0.7998862329410631)",0.6916666666666667,0.615,0.6265873015873016,1000,gini,,15,54,True,-1,707878,
425,euclidian_px_all,randomforestclassifier,None,0.7154545454545456,"(0.637538531993133, 0.7933705589159581)",0.675,0.5900000000000001,0.6027777777777776,1000,gini,,20,54,True,-1,707878,
426,euclidian_px_all,randomforestclassifier,None,0.7145454545454545,"(0.6284833674817999, 0.8006075416091091)",0.6483333333333333,0.64,0.628968253968254,1000,gini,,1,58,True,-1,707878,
427,euclidian_px_all,randomforestclassifier,None,0.7336363636363636,"(0.6495710154032556, 0.8177017118694717)",0.6983333333333334,0.615,0.6361111111111111,1000,gini,,2,58,True,-1,707878,
428,euclidian_px_all,randomforestclassifier,None,0.7236363636363636,"(0.6344113481321031, 0.8128613791406242)",0.6721428571428572,0.5900000000000001,0.6112193362193362,1000,gini,,5,58,True,-1,707878,
429,euclidian_px_all,randomforestclassifier,None,0.7145454545454545,"(0.6341278758578102, 0.7949630332330988)",0.6721428571428572,0.5650000000000001,0.5921717171717172,1000,gini,,10,58,True,-1,707878,
430,euclidian_px_all,randomforestclassifier,None,0.7245454545454545,"(0.6492046761498459, 0.7998862329410631)",0.6916666666666667,0.615,0.6265873015873016,1000,gini,,15,58,True,-1,707878,
431,euclidian_px_all,randomforestclassifier,None,0.7154545454545456,"(0.637538531993133, 0.7933705589159581)",0.675,0.5900000000000001,0.6027777777777776,1000,gini,,20,58,True,-1,707878,
432,euclidian_px_all,randomforestclassifier,None,0.7236363636363636,"(0.629292316343998, 0.8179804109287293)",0.6733333333333333,0.64,0.6396825396825397,1000,gini,,1,62,True,-1,707878,
433,euclidian_px_all,randomforestclassifier,None,0.7518181818181818,"(0.6696750982474247, 0.833961265388939)",0.7138095238095239,0.64,0.66002886002886,1000,gini,,2,62,True,-1,707878,
434,euclidian_px_all,randomforestclassifier,None,0.7327272727272727,"(0.6409582454525862, 0.8244963000019592)",0.6804761904761906,0.615,0.6290764790764791,1000,gini,,5,62,True,-1,707878,
435,euclidian_px_all,randomforestclassifier,None,0.7236363636363636,"(0.6398425242210048, 0.8074302030517224)",0.6804761904761906,0.5900000000000001,0.61002886002886,1000,gini,,10,62,True,-1,707878,
436,euclidian_px_all,randomforestclassifier,None,0.7245454545454545,"(0.6492046761498459, 0.7998862329410631)",0.6916666666666667,0.615,0.6265873015873016,1000,gini,,15,62,True,-1,707878,
437,euclidian_px_all,randomforestclassifier,None,0.7154545454545456,"(0.637538531993133, 0.7933705589159581)",0.675,0.5900000000000001,0.6027777777777776,1000,gini,,20,62,True,-1,707878,
438,euclidian_px_all,randomforestclassifier,None,0.7327272727272727,"(0.6462295357674334, 0.819225009687112)",0.6833333333333333,0.64,0.6452380952380953,1000,gini,,1,66,True,-1,707878,
439,euclidian_px_all,randomforestclassifier,None,0.7436363636363637,"(0.6588059978740265, 0.8284667293987008)",0.6971428571428572,0.64,0.6528860028860028,1000,gini,,2,66,True,-1,707878,
440,euclidian_px_all,randomforestclassifier,None,0.7236363636363636,"(0.6344113481321031, 0.8128613791406242)",0.6721428571428572,0.5900000000000001,0.6112193362193362,1000,gini,,5,66,True,-1,707878,
441,euclidian_px_all,randomforestclassifier,None,0.7236363636363636,"(0.6398425242210048, 0.8074302030517224)",0.6804761904761906,0.5900000000000001,0.61002886002886,1000,gini,,10,66,True,-1,707878,
442,euclidian_px_all,randomforestclassifier,None,0.7154545454545456,"(0.637538531993133, 0.7933705589159581)",0.675,0.5900000000000001,0.6027777777777776,1000,gini,,15,66,True,-1,707878,
443,euclidian_px_all,randomforestclassifier,None,0.7154545454545456,"(0.637538531993133, 0.7933705589159581)",0.675,0.5900000000000001,0.6027777777777776,1000,gini,,20,66,True,-1,707878,
444,euclidian_px_all,randomforestclassifier,None,0.7236363636363636,"(0.629292316343998, 0.8179804109287293)",0.6733333333333333,0.64,0.6396825396825397,1000,gini,,1,70,True,-1,707878,
445,euclidian_px_all,randomforestclassifier,None,0.7336363636363636,"(0.6495710154032556, 0.8177017118694717)",0.6888095238095239,0.615,0.63502886002886,1000,gini,,2,70,True,-1,707878,
446,euclidian_px_all,randomforestclassifier,None,0.7236363636363636,"(0.6344113481321031, 0.8128613791406242)",0.6721428571428572,0.5900000000000001,0.6112193362193362,1000,gini,,5,70,True,-1,707878,
447,euclidian_px_all,randomforestclassifier,None,0.7236363636363636,"(0.6398425242210048, 0.8074302030517224)",0.6804761904761906,0.5900000000000001,0.61002886002886,1000,gini,,10,70,True,-1,707878,
448,euclidian_px_all,randomforestclassifier,None,0.7245454545454545,"(0.6492046761498459, 0.7998862329410631)",0.6916666666666667,0.615,0.6265873015873016,1000,gini,,15,70,True,-1,707878,
449,euclidian_px_all,randomforestclassifier,None,0.7154545454545456,"(0.637538531993133, 0.7933705589159581)",0.675,0.5900000000000001,0.6027777777777776,1000,gini,,20,70,True,-1,707878,
450,euclidian_px_all,randomforestclassifier,None,0.7236363636363636,"(0.629292316343998, 0.8179804109287293)",0.6733333333333333,0.64,0.6396825396825397,1000,gini,,1,74,True,-1,707878,
451,euclidian_px_all,randomforestclassifier,None,0.7245454545454545,"(0.637622358507673, 0.811468550583236)",0.6816666666666668,0.615,0.628968253968254,1000,gini,,2,74,True,-1,707878,
452,euclidian_px_all,randomforestclassifier,None,0.7236363636363636,"(0.6344113481321031, 0.8128613791406242)",0.6721428571428572,0.5900000000000001,0.6112193362193362,1000,gini,,5,74,True,-1,707878,
453,euclidian_px_all,randomforestclassifier,None,0.7145454545454545,"(0.6341278758578102, 0.7949630332330988)",0.6721428571428572,0.5650000000000001,0.5921717171717172,1000,gini,,10,74,True,-1,707878,
454,euclidian_px_all,randomforestclassifier,None,0.7245454545454545,"(0.6492046761498459, 0.7998862329410631)",0.6916666666666667,0.615,0.6265873015873016,1000,gini,,15,74,True,-1,707878,
455,euclidian_px_all,randomforestclassifier,None,0.7154545454545456,"(0.637538531993133, 0.7933705589159581)",0.675,0.5900000000000001,0.6027777777777776,1000,gini,,20,74,True,-1,707878,
456,euclidian_px_all,randomforestclassifier,None,0.7427272727272727,"(0.6565642458346096, 0.8288902996199358)",0.7,0.665,0.6634920634920635,1000,gini,,1,78,True,-1,707878,
457,euclidian_px_all,randomforestclassifier,None,0.7427272727272727,"(0.6622016784386417, 0.8232528670159036)",0.7054761904761905,0.615,0.6421717171717172,1000,gini,,2,78,True,-1,707878,
458,euclidian_px_all,randomforestclassifier,None,0.7518181818181818,"(0.6696750982474247, 0.833961265388939)",0.7138095238095239,0.64,0.66002886002886,1000,gini,,5,78,True,-1,707878,
