id,dataset,classifier,reduction,accuracy,IC_Accuracy,precision,recall,f1,n_neighbors,weights,algorithm,leaf_size,n_jobs
0,euclidian_px_all,kneighborsclassifier,FCBF,0.6790909090909092,"(0.591628950437045, 0.7665528677447734)",0.5584523809523809,0.805,0.6548484848484849,1,uniform,auto,1,-1
1,euclidian_px_all,kneighborsclassifier,FCBF,0.6790909090909092,"(0.591628950437045, 0.7665528677447734)",0.5584523809523809,0.805,0.6548484848484849,1,uniform,auto,5,-1
2,euclidian_px_all,kneighborsclassifier,FCBF,0.6790909090909092,"(0.591628950437045, 0.7665528677447734)",0.5584523809523809,0.805,0.6548484848484849,1,uniform,auto,10,-1
3,euclidian_px_all,kneighborsclassifier,FCBF,0.6790909090909092,"(0.591628950437045, 0.7665528677447734)",0.5584523809523809,0.805,0.6548484848484849,1,uniform,auto,20,-1
4,euclidian_px_all,kneighborsclassifier,FCBF,0.6790909090909092,"(0.591628950437045, 0.7665528677447734)",0.5584523809523809,0.805,0.6548484848484849,1,uniform,auto,30,-1
5,euclidian_px_all,kneighborsclassifier,FCBF,0.6790909090909092,"(0.591628950437045, 0.7665528677447734)",0.5584523809523809,0.805,0.6548484848484849,1,uniform,brute,1,-1
6,euclidian_px_all,kneighborsclassifier,FCBF,0.6790909090909092,"(0.591628950437045, 0.7665528677447734)",0.5584523809523809,0.805,0.6548484848484849,1,uniform,brute,5,-1
7,euclidian_px_all,kneighborsclassifier,FCBF,0.6790909090909092,"(0.591628950437045, 0.7665528677447734)",0.5584523809523809,0.805,0.6548484848484849,1,uniform,brute,10,-1
8,euclidian_px_all,kneighborsclassifier,FCBF,0.6790909090909092,"(0.591628950437045, 0.7665528677447734)",0.5584523809523809,0.805,0.6548484848484849,1,uniform,brute,20,-1
9,euclidian_px_all,kneighborsclassifier,FCBF,0.6790909090909092,"(0.591628950437045, 0.7665528677447734)",0.5584523809523809,0.805,0.6548484848484849,1,uniform,brute,30,-1
10,euclidian_px_all,kneighborsclassifier,FCBF,0.6790909090909092,"(0.591628950437045, 0.7665528677447734)",0.5584523809523809,0.805,0.6548484848484849,1,distance,auto,1,-1
11,euclidian_px_all,kneighborsclassifier,FCBF,0.6790909090909092,"(0.591628950437045, 0.7665528677447734)",0.5584523809523809,0.805,0.6548484848484849,1,distance,auto,5,-1
