id,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_algorithm,param_leaf_size,param_n_jobs,param_n_neighbors,param_weights,params,split0_test_accuracy,split1_test_accuracy,split2_test_accuracy,split3_test_accuracy,mean_test_accuracy,std_test_accuracy,rank_test_accuracy,split0_test_precision_macro,split1_test_precision_macro,split2_test_precision_macro,split3_test_precision_macro,mean_test_precision_macro,std_test_precision_macro,rank_test_precision_macro,split0_test_recall_macro,split1_test_recall_macro,split2_test_recall_macro,split3_test_recall_macro,mean_test_recall_macro,std_test_recall_macro,rank_test_recall_macro,split0_test_f1_macro,split1_test_f1_macro,split2_test_f1_macro,split3_test_f1_macro,mean_test_f1_macro,std_test_f1_macro,rank_test_f1_macro
0,0.000807642936706543,5.584404942692072e-05,0.1592004895210266,0.02025028607595751,brute,30,-1,1,uniform,"{'algorithm': 'brute', 'leaf_size': 30, 'n_jobs': -1, 'n_neighbors': 1, 'weights': 'uniform'}",0.75,0.6666666666666666,0.7407407407407407,0.6296296296296297,0.6967592592592593,0.05045021925394297,1,0.75,0.6620879120879121,0.7222222222222222,0.6166666666666667,0.6877442002442002,0.05190081768184174,2,0.713903743315508,0.6735294117647059,0.7117647058823529,0.6235294117647059,0.6806818181818182,0.03669944377717075,1,0.7211948790896159,0.6591865357643758,0.7157894736842105,0.6164772727272727,0.6781620403163686,0.04310663893259121,1
1,0.0007153749465942383,1.3688320547822454e-05,0.16616255044937134,0.010923511763266926,brute,30,-1,2,uniform,"{'algorithm': 'brute', 'leaf_size': 30, 'n_jobs': -1, 'n_neighbors': 2, 'weights': 'uniform'}",0.6428571428571429,0.6666666666666666,0.6666666666666666,0.5555555555555556,0.6329365079365079,0.04572110564207503,10,0.6533333333333333,0.6409090909090909,0.6409090909090909,0.5032894736842105,0.6096102472089314,0.06159352721080131,8,0.5614973262032086,0.5911764705882353,0.5911764705882353,0.5029411764705882,0.5616978609625669,0.03602209404519932,9,0.523809523809524,0.5846153846153846,0.5846153846153846,0.5,0.5482600732600733,0.0373171588112783,7
2,0.0007448792457580566,5.476505770821774e-05,0.16471219062805176,0.011787190576725936,brute,30,-1,3,uniform,"{'algorithm': 'brute', 'leaf_size': 30, 'n_jobs': -1, 'n_neighbors': 3, 'weights': 'uniform'}",0.6428571428571429,0.7037037037037037,0.8148148148148148,0.4444444444444444,0.6514550264550265,0.13448387393467845,6,0.6260869565217391,0.7087912087912087,0.8055555555555556,0.41761363636363635,0.6395118393080349,0.1429940441845853,6,0.5775401069518716,0.723529411764706,0.7911764705882353,0.41470588235294115,0.6267379679144385,0.14472960961312473,3,0.5625,0.7,0.7969924812030074,0.4155844155844156,0.6187692241968558,0.14388559719274494,3
3,0.000774681568145752,2.5406615300250875e-05,0.18179041147232056,0.03797868391956894,brute,30,-1,5,uniform,"{'algorithm': 'brute', 'leaf_size': 30, 'n_jobs': -1, 'n_neighbors': 5, 'weights': 'uniform'}",0.7142857142857143,0.6296296296296297,0.7777777777777778,0.6296296296296297,0.6878306878306879,0.06238003239445289,4,0.7142857142857143,0.6166666666666667,0.7697368421052632,0.5833333333333333,0.6710056390977444,0.0745992166153607,4,0.6684491978609626,0.6235294117647059,0.7411764705882353,0.5617647058823529,0.6487299465240641,0.06544697990905217,2,0.672514619883041,0.6164772727272727,0.7499999999999999,0.5559210526315789,0.648728236310473,0.07154554521195154,2
4,0.0007616281509399414,0.00014949115837416393,0.16716712713241577,0.027000779951820236,brute,30,-1,10,uniform,"{'algorithm': 'brute', 'leaf_size': 30, 'n_jobs': -1, 'n_neighbors': 10, 'weights': 'uniform'}",0.6071428571428571,0.6296296296296297,0.7777777777777778,0.5555555555555556,0.6425264550264551,0.08257600251475021,7,0.5576923076923077,0.5760869565217391,0.7976190476190477,0.47619047619047616,0.6018971970058926,0.11908973845243696,9,0.516042780748663,0.5411764705882353,0.7205882352941176,0.48235294117647054,0.5650401069518717,0.09219896790407145,7,0.44901610017889093,0.5178571428571429,0.7335526315789473,0.46710526315789475,0.541882784443219,0.11350160845829849,9
5,0.0007958412170410156,9.661631621255373e-05,0.17385977506637573,0.0250388373364926,brute,30,-1,20,uniform,"{'algorithm': 'brute', 'leaf_size': 30, 'n_jobs': -1, 'n_neighbors': 20, 'weights': 'uniform'}",0.6428571428571429,0.6296296296296297,0.8148148148148148,0.6666666666666666,0.6884920634920635,0.07413015167578677,2,0.6260869565217391,0.5760869565217391,0.8863636363636364,0.6357142857142857,0.6810629587803501,0.12067227544008188,3,0.5775401069518716,0.5411764705882353,0.75,0.611764705882353,0.620120320855615,0.07903124930582334,4,0.5625,0.5178571428571429,0.7692307692307692,0.6136724960254372,0.6158151020283373,0.0948409452358637,4
6,0.0028227567672729492,0.003572113689381355,0.1919865608215332,0.009009958889987691,brute,30,-1,25,uniform,"{'algorithm': 'brute', 'leaf_size': 30, 'n_jobs': -1, 'n_neighbors': 25, 'weights': 'uniform'}",0.6071428571428571,0.5925925925925926,0.7777777777777778,0.5925925925925926,0.642526455026455,0.07831299467568974,8,0.5625,0.47916666666666663,0.8695652173913043,0.5392857142857143,0.6126293995859212,0.15142701907673053,7,0.5320855614973262,0.49117647058823527,0.7,0.5323529411764706,0.563903743315508,0.08034192101840389,8,0.4991869918699188,0.44277673545966234,0.7107142857142857,0.5278219395866455,0.5451249881576281,0.1003801216481796,8
7,0.0006952285766601562,5.682345592499552e-05,0.18145573139190674,0.007688934563394873,brute,30,-1,30,uniform,"{'algorithm': 'brute', 'leaf_size': 30, 'n_jobs': -1, 'n_neighbors': 30, 'weights': 'uniform'}",0.6785714285714286,0.5925925925925926,0.7777777777777778,0.7037037037037037,0.6881613756613757,0.06614004624979508,3,0.8269230769230769,0.47916666666666663,0.7976190476190477,0.7228260869565217,0.7066337195413281,0.13670343112987052,1,0.5909090909090909,0.49117647058823527,0.7205882352941176,0.6205882352941177,0.6058155080213904,0.08178527155212667,5,0.5491949910554562,0.44277673545966234,0.7335526315789473,0.6142857142857142,0.5849525180949451,0.10539803607534565,5
8,0.0006998777389526367,9.807998179082272e-05,0.17563307285308838,0.022580137632166403,brute,30,-1,35,uniform,"{'algorithm': 'brute', 'leaf_size': 30, 'n_jobs': -1, 'n_neighbors': 35, 'weights': 'uniform'}",0.6071428571428571,0.6296296296296297,0.7777777777777778,0.6666666666666666,0.6703042328042328,0.06558882807962539,5,0.5576923076923077,0.5700000000000001,0.7697368421052632,0.6666666666666666,0.6410239541160594,0.0854592323793159,5,0.516042780748663,0.5205882352941177,0.7411764705882353,0.5705882352941176,0.5870989304812835,0.09149472718424476,6,0.44901610017889093,0.4642857142857144,0.7499999999999999,0.5440900562851781,0.5518479676874458,0.11996453048193757,6
9,0.0007728934288024902,6.208787282236034e-05,0.1788787841796875,0.0425670248514966,brute,30,-1,40,uniform,"{'algorithm': 'brute', 'leaf_size': 30, 'n_jobs': -1, 'n_neighbors': 40, 'weights': 'uniform'}",0.6071428571428571,0.6296296296296297,0.7037037037037037,0.6296296296296297,0.642526455026455,0.036494215176992376,8,0.30357142857142855,0.3148148148148148,0.8400000000000001,0.5760869565217391,0.5086182999769957,0.2202100480565702,10,0.5,0.5,0.6,0.5411764705882353,0.5352941176470588,0.040965847874070926,10,0.3777777777777777,0.38636363636363635,0.5714285714285714,0.5178571428571429,0.4633567821067821,0.0835187276042052,10
