id,dataset,classifier,reduction,accuracy,IC_Accuracy,precision,recall,f1
0,euclidian_px_all,gaussiannb,PCA,0.7527272727272727,"(0.7101628082873452, 0.7952917371672001)",0.6826190476190476,0.74,0.6814069264069265
