id,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_algorithm,param_leaf_size,param_n_jobs,param_n_neighbors,param_weights,params,split0_test_accuracy,split1_test_accuracy,split2_test_accuracy,split3_test_accuracy,mean_test_accuracy,std_test_accuracy,rank_test_accuracy,split0_test_precision_macro,split1_test_precision_macro,split2_test_precision_macro,split3_test_precision_macro,mean_test_precision_macro,std_test_precision_macro,rank_test_precision_macro,split0_test_recall_macro,split1_test_recall_macro,split2_test_recall_macro,split3_test_recall_macro,mean_test_recall_macro,std_test_recall_macro,rank_test_recall_macro,split0_test_f1_macro,split1_test_f1_macro,split2_test_f1_macro,split3_test_f1_macro,mean_test_f1_macro,std_test_f1_macro,rank_test_f1_macro
0,0.0036354660987854004,0.002431077836328099,0.22731798887252808,0.022269214469339868,auto,1,-1,1,uniform,"{'algorithm': 'auto', 'leaf_size': 1, 'n_jobs': -1, 'n_neighbors': 1, 'weights': 'uniform'}",0.6764705882352942,0.6470588235294118,0.6764705882352942,0.7058823529411765,0.6764705882352942,0.02079725827019258,71,0.6821428571428572,0.6491228070175439,0.6821428571428572,0.8148148148148149,0.7070558340295183,0.06365835843266518,71,0.6764705882352942,0.6470588235294118,0.6764705882352942,0.7058823529411764,0.6764705882352942,0.02079725827019254,71,0.6739319965126417,0.6458333333333334,0.6739319965126417,0.678030303030303,0.6679319073472298,0.01286785441327881,61
1,0.002039194107055664,0.00027123888507552153,0.23303437232971191,0.04575232122407047,auto,1,-1,1,distance,"{'algorithm': 'auto', 'leaf_size': 1, 'n_jobs': -1, 'n_neighbors': 1, 'weights': 'distance'}",0.6764705882352942,0.6470588235294118,0.6764705882352942,0.7058823529411765,0.6764705882352942,0.02079725827019258,71,0.6821428571428572,0.6491228070175439,0.6821428571428572,0.8148148148148149,0.7070558340295183,0.06365835843266518,71,0.6764705882352942,0.6470588235294118,0.6764705882352942,0.7058823529411764,0.6764705882352942,0.02079725827019254,71,0.6739319965126417,0.6458333333333334,0.6739319965126417,0.678030303030303,0.6679319073472298,0.01286785441327881,61
2,0.0019894838333129883,0.00022972619877204952,0.24616789817810059,0.023501447675616068,auto,1,-1,2,uniform,"{'algorithm': 'auto', 'leaf_size': 1, 'n_jobs': -1, 'n_neighbors': 2, 'weights': 'uniform'}",0.7352941176470589,0.7058823529411765,0.7352941176470589,0.8529411764705882,0.7573529411764707,0.05647901285197503,1,0.7361111111111112,0.717948717948718,0.7428571428571429,0.8642857142857143,0.7653006715506716,0.05787052059134211,31,0.7352941176470589,0.7058823529411764,0.7352941176470589,0.8529411764705882,0.7573529411764707,0.05647901285197505,1,0.735064935064935,0.7017543859649122,0.7332170880557977,0.8517872711421098,0.7554559200569387,0.05717066967302963,1
3,0.0037369132041931152,0.003286568467928208,0.23181253671646118,0.015040430724352953,auto,1,-1,2,distance,"{'algorithm': 'auto', 'leaf_size': 1, 'n_jobs': -1, 'n_neighbors': 2, 'weights': 'distance'}",0.6764705882352942,0.6470588235294118,0.6764705882352942,0.7058823529411765,0.6764705882352942,0.02079725827019258,71,0.6821428571428572,0.6491228070175439,0.6821428571428572,0.8148148148148149,0.7070558340295183,0.06365835843266518,71,0.6764705882352942,0.6470588235294118,0.6764705882352942,0.7058823529411764,0.6764705882352942,0.02079725827019254,71,0.6739319965126417,0.6458333333333334,0.6739319965126417,0.678030303030303,0.6679319073472298,0.01286785441327881,61
4,0.0018265247344970703,0.000143937997755423,0.2314305305480957,0.019632703780984924,auto,1,-1,3,uniform,"{'algorithm': 'auto', 'leaf_size': 1, 'n_jobs': -1, 'n_neighbors': 3, 'weights': 'uniform'}",0.6470588235294118,0.7647058823529411,0.7058823529411765,0.7647058823529411,0.7205882352941176,0.048773893975814664,41,0.6679841897233202,0.8023715415019763,0.7058823529411765,0.8400000000000001,0.7540595210416183,0.06973130472085534,51,0.6470588235294117,0.7647058823529411,0.7058823529411765,0.7647058823529411,0.7205882352941176,0.048773893975814706,41,0.6357142857142857,0.7571428571428571,0.7058823529411765,0.7509157509157509,0.7124138116785176,0.04849887645490881,41
5,0.0017873644828796387,8.268818555685592e-05,0.20509368181228638,0.03054483960371654,auto,1,-1,3,distance,"{'algorithm': 'auto', 'leaf_size': 1, 'n_jobs': -1, 'n_neighbors': 3, 'weights': 'distance'}",0.6470588235294118,0.7647058823529411,0.7058823529411765,0.7647058823529411,0.7205882352941176,0.048773893975814664,41,0.6679841897233202,0.8023715415019763,0.7058823529411765,0.8400000000000001,0.7540595210416183,0.06973130472085534,51,0.6470588235294117,0.7647058823529411,0.7058823529411765,0.7647058823529411,0.7205882352941176,0.048773893975814706,41,0.6357142857142857,0.7571428571428571,0.7058823529411765,0.7509157509157509,0.7124138116785176,0.04849887645490881,41
6,0.0019285082817077637,3.031263931624179e-05,0.17926836013793945,0.013281827409884235,auto,1,-1,5,uniform,"{'algorithm': 'auto', 'leaf_size': 1, 'n_jobs': -1, 'n_neighbors': 5, 'weights': 'uniform'}",0.7058823529411765,0.6764705882352942,0.7352941176470589,0.7941176470588235,0.7279411764705882,0.04350058664043832,21,0.7644444444444445,0.7451923076923077,0.7428571428571429,0.8541666666666667,0.7766651404151406,0.04552293894237603,11,0.7058823529411764,0.6764705882352942,0.7352941176470589,0.7941176470588236,0.7279411764705883,0.04350058664043838,21,0.6886446886446886,0.652093023255814,0.7332170880557977,0.7850045167118338,0.7147398291670335,0.049709440908065346,21
7,0.003798246383666992,0.003515928177213041,0.16992700099945068,0.028158932101144677,auto,1,-1,5,distance,"{'algorithm': 'auto', 'leaf_size': 1, 'n_jobs': -1, 'n_neighbors': 5, 'weights': 'distance'}",0.7058823529411765,0.6764705882352942,0.7352941176470589,0.7941176470588235,0.7279411764705882,0.04350058664043832,21,0.7644444444444445,0.7451923076923077,0.7428571428571429,0.8541666666666667,0.7766651404151406,0.04552293894237603,11,0.7058823529411764,0.6764705882352942,0.7352941176470589,0.7941176470588236,0.7279411764705883,0.04350058664043838,21,0.6886446886446886,0.652093023255814,0.7332170880557977,0.7850045167118338,0.7147398291670335,0.049709440908065346,21
8,0.004014432430267334,0.0018718428752268793,0.14849334955215454,0.00746310434895421,auto,1,-1,10,uniform,"{'algorithm': 'auto', 'leaf_size': 1, 'n_jobs': -1, 'n_neighbors': 10, 'weights': 'uniform'}",0.6176470588235294,0.7352941176470589,0.7647058823529411,0.9117647058823529,0.7573529411764706,0.10476328565275739,11,0.7023809523809523,0.8269230769230769,0.7802197802197802,0.9131944444444444,0.8056795634920635,0.07637005321271961,1,0.6176470588235294,0.7352941176470589,0.7647058823529411,0.9117647058823529,0.7573529411764706,0.10476328565275739,11,0.5729468599033817,0.7153488372093023,0.7614035087719297,0.9116883116883117,0.7403468793932313,0.12088107451122468,11
9,0.003663361072540283,0.003573085421729355,0.15515995025634766,0.018029110371002223,auto,1,-1,10,distance,"{'algorithm': 'auto', 'leaf_size': 1, 'n_jobs': -1, 'n_neighbors': 10, 'weights': 'distance'}",0.5588235294117647,0.6764705882352942,0.7058823529411765,0.8235294117647058,0.6911764705882353,0.09416359172695364,61,0.6416666666666666,0.8035714285714286,0.7351778656126482,0.8695652173913043,0.7624952945605119,0.08440529663964451,41,0.5588235294117647,0.6764705882352942,0.7058823529411764,0.8235294117647058,0.6911764705882353,0.09416359172695364,61,0.48328267477203646,0.638647342995169,0.6964285714285714,0.8178571428571428,0.6590539330132299,0.12034044124198741,91
