id,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_bootstrap,param_class_weight,param_criterion,param_max_depth,param_max_features,param_min_samples_leaf,param_n_estimators,param_n_jobs,param_random_state,params,split0_test_accuracy,split1_test_accuracy,split2_test_accuracy,split3_test_accuracy,mean_test_accuracy,std_test_accuracy,rank_test_accuracy,split0_test_precision_macro,split1_test_precision_macro,split2_test_precision_macro,split3_test_precision_macro,mean_test_precision_macro,std_test_precision_macro,rank_test_precision_macro,split0_test_recall_macro,split1_test_recall_macro,split2_test_recall_macro,split3_test_recall_macro,mean_test_recall_macro,std_test_recall_macro,rank_test_recall_macro,split0_test_f1_macro,split1_test_f1_macro,split2_test_f1_macro,split3_test_f1_macro,mean_test_f1_macro,std_test_f1_macro,rank_test_f1_macro
0,2.9583207964897156,0.46568757502329794,0.5345885157585144,0.15263129383527624,True,,gini,,22,1,500,-1,707878,"{'bootstrap': True, 'class_weight': None, 'criterion': 'gini', 'max_depth': None, 'max_features': 22, 'min_samples_leaf': 1, 'n_estimators': 500, 'n_jobs': -1, 'random_state': 707878}",0.75,0.7037037037037037,0.7777777777777778,0.6666666666666666,0.724537037037037,0.0426202607396342,1205,0.75,0.7087912087912087,0.7617647058823529,0.6477272727272727,0.7170707968502086,0.04460648450861362,1203,0.713903743315508,0.723529411764706,0.7617647058823529,0.6529411764705882,0.7130347593582887,0.03904080959319525,1022,0.7211948790896159,0.7,0.7617647058823529,0.6493506493506492,0.7080775585806546,0.04052305116554732,1020
1,7.385652124881744,1.4832483411829358,0.609264075756073,0.09909155458427783,True,,gini,,22,1,1000,-1,707878,"{'bootstrap': True, 'class_weight': None, 'criterion': 'gini', 'max_depth': None, 'max_features': 22, 'min_samples_leaf': 1, 'n_estimators': 1000, 'n_jobs': -1, 'random_state': 707878}",0.75,0.7037037037037037,0.7777777777777778,0.7037037037037037,0.7337962962962963,0.03165461650735496,1003,0.75,0.7087912087912087,0.7617647058823529,0.6823529411764706,0.7257272139625082,0.031843463916377775,983,0.713903743315508,0.723529411764706,0.7617647058823529,0.6823529411764706,0.7203877005347594,0.028331129264693868,899,0.7211948790896159,0.7,0.7617647058823529,0.6823529411764706,0.71632813153711,0.029618781876984152,898
2,11.816856443881989,2.308147922703766,0.9960637092590332,0.11775998066514855,True,,gini,,22,1,1500,-1,707878,"{'bootstrap': True, 'class_weight': None, 'criterion': 'gini', 'max_depth': None, 'max_features': 22, 'min_samples_leaf': 1, 'n_estimators': 1500, 'n_jobs': -1, 'random_state': 707878}",0.75,0.7037037037037037,0.7777777777777778,0.6666666666666666,0.724537037037037,0.0426202607396342,1205,0.75,0.7087912087912087,0.7617647058823529,0.6477272727272727,0.7170707968502086,0.04460648450861362,1203,0.713903743315508,0.723529411764706,0.7617647058823529,0.6529411764705882,0.7130347593582887,0.03904080959319525,1022,0.7211948790896159,0.7,0.7617647058823529,0.6493506493506492,0.7080775585806546,0.04052305116554732,1020
3,15.866454005241394,2.6101245857132955,1.272128403186798,0.33601766814848166,True,,gini,,22,1,2000,-1,707878,"{'bootstrap': True, 'class_weight': None, 'criterion': 'gini', 'max_depth': None, 'max_features': 22, 'min_samples_leaf': 1, 'n_estimators': 2000, 'n_jobs': -1, 'random_state': 707878}",0.75,0.7037037037037037,0.7777777777777778,0.6666666666666666,0.724537037037037,0.0426202607396342,1205,0.75,0.7087912087912087,0.7617647058823529,0.6477272727272727,0.7170707968502086,0.04460648450861362,1203,0.713903743315508,0.723529411764706,0.7617647058823529,0.6529411764705882,0.7130347593582887,0.03904080959319525,1022,0.7211948790896159,0.7,0.7617647058823529,0.6493506493506492,0.7080775585806546,0.04052305116554732,1020
4,2.7824358344078064,0.2579864611357363,0.5094217658042908,0.14604461161284263,True,,gini,,22,2,500,-1,707878,"{'bootstrap': True, 'class_weight': None, 'criterion': 'gini', 'max_depth': None, 'max_features': 22, 'min_samples_leaf': 2, 'n_estimators': 500, 'n_jobs': -1, 'random_state': 707878}",0.75,0.7037037037037037,0.8148148148148148,0.7407407407407407,0.7523148148148149,0.040026889967107813,307,0.75,0.7087912087912087,0.8011363636363636,0.7222222222222222,0.7455374486624486,0.03537315238761824,343,0.713903743315508,0.723529411764706,0.8117647058823529,0.7117647058823529,0.7402406417112299,0.041531518453812366,115,0.7211948790896159,0.7,0.8051948051948052,0.7157894736842105,0.735544789492158,0.04095958123154325,120
5,5.538840115070343,0.2713821728582548,0.7086017727851868,0.1171922611865477,True,,gini,,22,2,1000,-1,707878,"{'bootstrap': True, 'class_weight': None, 'criterion': 'gini', 'max_depth': None, 'max_features': 22, 'min_samples_leaf': 2, 'n_estimators': 1000, 'n_jobs': -1, 'random_state': 707878}",0.75,0.7037037037037037,0.7777777777777778,0.7407407407407407,0.7430555555555556,0.026494266533008324,745,0.75,0.7087912087912087,0.7617647058823529,0.7222222222222222,0.735694534223946,0.021151786634822447,698,0.713903743315508,0.723529411764706,0.7617647058823529,0.7117647058823529,0.72774064171123,0.020137413458567142,615,0.7211948790896159,0.7,0.7617647058823529,0.7157894736842105,0.7246872646640449,0.022779185264243915,529
6,10.456168591976166,2.052119051693196,0.9947550892829895,0.19265704896986705,True,,gini,,22,2,1500,-1,707878,"{'bootstrap': True, 'class_weight': None, 'criterion': 'gini', 'max_depth': None, 'max_features': 22, 'min_samples_leaf': 2, 'n_estimators': 1500, 'n_jobs': -1, 'random_state': 707878}",0.75,0.7037037037037037,0.7777777777777778,0.7037037037037037,0.7337962962962963,0.03165461650735496,1003,0.75,0.7087912087912087,0.7617647058823529,0.6823529411764706,0.7257272139625082,0.031843463916377775,983,0.713903743315508,0.723529411764706,0.7617647058823529,0.6823529411764706,0.7203877005347594,0.028331129264693868,899,0.7211948790896159,0.7,0.7617647058823529,0.6823529411764706,0.71632813153711,0.029618781876984152,898
7,11.966179847717285,1.1302559977206135,1.4340993762016296,0.337105637131717,True,,gini,,22,2,2000,-1,707878,"{'bootstrap': True, 'class_weight': None, 'criterion': 'gini', 'max_depth': None, 'max_features': 22, 'min_samples_leaf': 2, 'n_estimators': 2000, 'n_jobs': -1, 'random_state': 707878}",0.75,0.7037037037037037,0.7777777777777778,0.7407407407407407,0.7430555555555556,0.026494266533008324,745,0.75,0.7087912087912087,0.7617647058823529,0.7222222222222222,0.735694534223946,0.021151786634822447,698,0.713903743315508,0.723529411764706,0.7617647058823529,0.7117647058823529,0.72774064171123,0.020137413458567142,615,0.7211948790896159,0.7,0.7617647058823529,0.7157894736842105,0.7246872646640449,0.022779185264243915,529
8,2.6856939792633057,0.4600479422010872,0.5444540977478027,0.2028087742688703,True,,gini,,22,5,500,-1,707878,"{'bootstrap': True, 'class_weight': None, 'criterion': 'gini', 'max_depth': None, 'max_features': 22, 'min_samples_leaf': 5, 'n_estimators': 500, 'n_jobs': -1, 'random_state': 707878}",0.7142857142857143,0.7037037037037037,0.8148148148148148,0.7407407407407407,0.7433862433862435,0.043389469489038934,611,0.7142857142857143,0.7087912087912087,0.8055555555555556,0.7222222222222222,0.7377136752136753,0.03945847266845606,613,0.6684491978609626,0.723529411764706,0.7911764705882353,0.7117647058823529,0.7237299465240641,0.044011935821137174,763,0.672514619883041,0.7,0.7969924812030074,0.7157894736842105,0.7213241436925647,0.046350346795976764,654
9,8.605888485908508,1.5182539248324711,0.9108912348747253,0.17794070856510255,True,,gini,,22,5,1000,-1,707878,"{'bootstrap': True, 'class_weight': None, 'criterion': 'gini', 'max_depth': None, 'max_features': 22, 'min_samples_leaf': 5, 'n_estimators': 1000, 'n_jobs': -1, 'random_state': 707878}",0.7142857142857143,0.7407407407407407,0.7777777777777778,0.7407407407407407,0.7433862433862433,0.022603184511422042,735,0.7142857142857143,0.7362637362637363,0.7617647058823529,0.7222222222222222,0.7336340946635065,0.018047416424182606,755,0.6684491978609626,0.7529411764705882,0.7617647058823529,0.7117647058823529,0.7237299465240641,0.0370778472635572,763,0.672514619883041,0.7349228611500701,0.7617647058823529,0.7157894736842105,0.7212479151499186,0.03253207313623808,655
