id,dataset,classifier,reduction,accuracy,IC_Accuracy,precision,recall,f1
0,euclidian_px_all,gaussiannb,FCBF,0.7054545454545453,"(0.6125154018361059, 0.7983936890729848)",0.6599999999999999,0.615,0.6133333333333334
