id,dataset,classifier,reduction,accuracy,IC_Accuracy,precision,recall,f1,n_neighbors,weights,algorithm,leaf_size,n_jobs
0,euclidian_px_all,kneighborsclassifier,mRMR,0.7881818181818182,"(0.6946957688579656, 0.8816678675056708)",0.687142857142857,0.85,0.7485569985569985,1,uniform,auto,1,-1
1,euclidian_px_all,kneighborsclassifier,mRMR,0.7881818181818182,"(0.6946957688579656, 0.8816678675056708)",0.687142857142857,0.85,0.7485569985569985,1,uniform,auto,5,-1
2,euclidian_px_all,kneighborsclassifier,mRMR,0.7881818181818182,"(0.6946957688579656, 0.8816678675056708)",0.687142857142857,0.85,0.7485569985569985,1,uniform,auto,10,-1
3,euclidian_px_all,kneighborsclassifier,mRMR,0.7881818181818182,"(0.6946957688579656, 0.8816678675056708)",0.687142857142857,0.85,0.7485569985569985,1,uniform,auto,20,-1
4,euclidian_px_all,kneighborsclassifier,mRMR,0.7881818181818182,"(0.6946957688579656, 0.8816678675056708)",0.687142857142857,0.85,0.7485569985569985,1,uniform,auto,30,-1
5,euclidian_px_all,kneighborsclassifier,mRMR,0.7881818181818182,"(0.6946957688579656, 0.8816678675056708)",0.687142857142857,0.85,0.7485569985569985,1,uniform,brute,1,-1
6,euclidian_px_all,kneighborsclassifier,mRMR,0.7881818181818182,"(0.6946957688579656, 0.8816678675056708)",0.687142857142857,0.85,0.7485569985569985,1,uniform,brute,5,-1
7,euclidian_px_all,kneighborsclassifier,mRMR,0.7881818181818182,"(0.6946957688579656, 0.8816678675056708)",0.687142857142857,0.85,0.7485569985569985,1,uniform,brute,10,-1
8,euclidian_px_all,kneighborsclassifier,mRMR,0.7881818181818182,"(0.6946957688579656, 0.8816678675056708)",0.687142857142857,0.85,0.7485569985569985,1,uniform,brute,20,-1
9,euclidian_px_all,kneighborsclassifier,mRMR,0.7881818181818182,"(0.6946957688579656, 0.8816678675056708)",0.687142857142857,0.85,0.7485569985569985,1,uniform,brute,30,-1
10,euclidian_px_all,kneighborsclassifier,mRMR,0.7881818181818182,"(0.6946957688579656, 0.8816678675056708)",0.687142857142857,0.85,0.7485569985569985,1,distance,auto,1,-1
11,euclidian_px_all,kneighborsclassifier,mRMR,0.7881818181818182,"(0.6946957688579656, 0.8816678675056708)",0.687142857142857,0.85,0.7485569985569985,1,distance,auto,5,-1
12,euclidian_px_all,kneighborsclassifier,mRMR,0.7881818181818182,"(0.6946957688579656, 0.8816678675056708)",0.687142857142857,0.85,0.7485569985569985,1,distance,auto,10,-1
13,euclidian_px_all,kneighborsclassifier,mRMR,0.7881818181818182,"(0.6946957688579656, 0.8816678675056708)",0.687142857142857,0.85,0.7485569985569985,1,distance,auto,20,-1
14,euclidian_px_all,kneighborsclassifier,mRMR,0.7881818181818182,"(0.6946957688579656, 0.8816678675056708)",0.687142857142857,0.85,0.7485569985569985,1,distance,auto,30,-1
15,euclidian_px_all,kneighborsclassifier,mRMR,0.7881818181818182,"(0.6946957688579656, 0.8816678675056708)",0.687142857142857,0.85,0.7485569985569985,1,distance,brute,1,-1
16,euclidian_px_all,kneighborsclassifier,mRMR,0.7881818181818182,"(0.6946957688579656, 0.8816678675056708)",0.687142857142857,0.85,0.7485569985569985,1,distance,brute,5,-1
17,euclidian_px_all,kneighborsclassifier,mRMR,0.7881818181818182,"(0.6946957688579656, 0.8816678675056708)",0.687142857142857,0.85,0.7485569985569985,1,distance,brute,10,-1
18,euclidian_px_all,kneighborsclassifier,mRMR,0.7881818181818182,"(0.6946957688579656, 0.8816678675056708)",0.687142857142857,0.85,0.7485569985569985,1,distance,brute,20,-1
19,euclidian_px_all,kneighborsclassifier,mRMR,0.7881818181818182,"(0.6946957688579656, 0.8816678675056708)",0.687142857142857,0.85,0.7485569985569985,1,distance,brute,30,-1
20,euclidian_px_all,kneighborsclassifier,mRMR,0.7527272727272727,"(0.6780913758402369, 0.8273631696143084)",0.7416666666666666,0.575,0.615909090909091,2,uniform,auto,1,-1
21,euclidian_px_all,kneighborsclassifier,mRMR,0.7527272727272727,"(0.6780913758402369, 0.8273631696143084)",0.7416666666666666,0.575,0.615909090909091,2,uniform,auto,5,-1
22,euclidian_px_all,kneighborsclassifier,mRMR,0.7527272727272727,"(0.6780913758402369, 0.8273631696143084)",0.7416666666666666,0.575,0.615909090909091,2,uniform,auto,10,-1
23,euclidian_px_all,kneighborsclassifier,mRMR,0.7527272727272727,"(0.6780913758402369, 0.8273631696143084)",0.7416666666666666,0.575,0.615909090909091,2,uniform,auto,20,-1
24,euclidian_px_all,kneighborsclassifier,mRMR,0.7527272727272727,"(0.6780913758402369, 0.8273631696143084)",0.7416666666666666,0.575,0.615909090909091,2,uniform,auto,30,-1
25,euclidian_px_all,kneighborsclassifier,mRMR,0.7527272727272727,"(0.6780913758402369, 0.8273631696143084)",0.7416666666666666,0.575,0.615909090909091,2,uniform,brute,1,-1
26,euclidian_px_all,kneighborsclassifier,mRMR,0.7527272727272727,"(0.6780913758402369, 0.8273631696143084)",0.7416666666666666,0.575,0.615909090909091,2,uniform,brute,5,-1
27,euclidian_px_all,kneighborsclassifier,mRMR,0.7527272727272727,"(0.6780913758402369, 0.8273631696143084)",0.7416666666666666,0.575,0.615909090909091,2,uniform,brute,10,-1
28,euclidian_px_all,kneighborsclassifier,mRMR,0.7527272727272727,"(0.6780913758402369, 0.8273631696143084)",0.7416666666666666,0.575,0.615909090909091,2,uniform,brute,20,-1
29,euclidian_px_all,kneighborsclassifier,mRMR,0.7527272727272727,"(0.6780913758402369, 0.8273631696143084)",0.7416666666666666,0.575,0.615909090909091,2,uniform,brute,30,-1
30,euclidian_px_all,kneighborsclassifier,mRMR,0.7881818181818182,"(0.6946957688579656, 0.8816678675056708)",0.687142857142857,0.85,0.7485569985569985,2,distance,auto,1,-1
31,euclidian_px_all,kneighborsclassifier,mRMR,0.7881818181818182,"(0.6946957688579656, 0.8816678675056708)",0.687142857142857,0.85,0.7485569985569985,2,distance,auto,5,-1
32,euclidian_px_all,kneighborsclassifier,mRMR,0.7881818181818182,"(0.6946957688579656, 0.8816678675056708)",0.687142857142857,0.85,0.7485569985569985,2,distance,auto,10,-1
33,euclidian_px_all,kneighborsclassifier,mRMR,0.7881818181818182,"(0.6946957688579656, 0.8816678675056708)",0.687142857142857,0.85,0.7485569985569985,2,distance,auto,20,-1
34,euclidian_px_all,kneighborsclassifier,mRMR,0.7881818181818182,"(0.6946957688579656, 0.8816678675056708)",0.687142857142857,0.85,0.7485569985569985,2,distance,auto,30,-1
35,euclidian_px_all,kneighborsclassifier,mRMR,0.7881818181818182,"(0.6946957688579656, 0.8816678675056708)",0.687142857142857,0.85,0.7485569985569985,2,distance,brute,1,-1
36,euclidian_px_all,kneighborsclassifier,mRMR,0.7881818181818182,"(0.6946957688579656, 0.8816678675056708)",0.687142857142857,0.85,0.7485569985569985,2,distance,brute,5,-1
37,euclidian_px_all,kneighborsclassifier,mRMR,0.7881818181818182,"(0.6946957688579656, 0.8816678675056708)",0.687142857142857,0.85,0.7485569985569985,2,distance,brute,10,-1
