id,dataset,classifier,reduction,accuracy,IC_Accuracy,precision,recall,f1
0,euclidian_px_all,gaussiannb,RFS,0.6863636363636363,"(0.5938272727272726, 0.7788999999999999)",0.61,0.5900000000000001,0.5761904761904761
