id,dataset,classifier,reduction,accuracy,IC_Accuracy,precision,recall,f1,hidden_layer_sizes,activation,alpha,solver,learning_rate_init,max_iter,random_state
0,euclidian_px_all,mlpclassifier,CFS,0.7581818181818182,"(0.6459596990615899, 0.8704039373020465)",0.7466666666666667,0.54,0.6079365079365079,"(50,)",identity,0.0001,lbfgs,0.001,300,707878
1,euclidian_px_all,mlpclassifier,CFS,0.6863636363636364,"(0.5990522240095075, 0.7736750487177653)",0.557142857142857,0.515,0.5146320346320347,"(50,)",identity,0.001,lbfgs,0.001,300,707878
2,euclidian_px_all,mlpclassifier,CFS,0.7054545454545454,"(0.6232457096703565, 0.7876633812387344)",0.6478571428571428,0.54,0.5660533910533909,"(50,)",identity,0.01,lbfgs,0.001,300,707878
3,euclidian_px_all,mlpclassifier,CFS,0.6236363636363637,"(0.5863184151928458, 0.6609543120798815)",0.1,0.025,0.04,"(50,)",identity,0.0001,sgd,0.001,300,707878
4,euclidian_px_all,mlpclassifier,CFS,0.6236363636363637,"(0.5863184151928458, 0.6609543120798815)",0.1,0.025,0.04,"(50,)",identity,0.001,sgd,0.001,300,707878
5,euclidian_px_all,mlpclassifier,CFS,0.6236363636363637,"(0.5863184151928458, 0.6609543120798815)",0.1,0.025,0.04,"(50,)",identity,0.01,sgd,0.001,300,707878
6,euclidian_px_all,mlpclassifier,CFS,0.6700000000000002,"(0.6082291729772511, 0.7317708270227492)",0.5842857142857142,0.615,0.56005772005772,"(50,)",logistic,0.0001,lbfgs,0.001,300,707878
7,euclidian_px_all,mlpclassifier,CFS,0.6690909090909092,"(0.597645629654693, 0.7405361885271253)",0.4904761904761905,0.465,0.4632034632034632,"(50,)",logistic,0.001,lbfgs,0.001,300,707878
8,euclidian_px_all,mlpclassifier,CFS,0.67,"(0.608229172977251, 0.7317708270227491)",0.5750000000000001,0.49000000000000005,0.49039682539682533,"(50,)",logistic,0.01,lbfgs,0.001,300,707878
9,euclidian_px_all,mlpclassifier,CFS,0.6236363636363637,"(0.6023541314163999, 0.6449185958563274)",0.0,0.0,0.0,"(50,)",logistic,0.0001,sgd,0.001,300,707878
10,euclidian_px_all,mlpclassifier,CFS,0.6236363636363637,"(0.6023541314163999, 0.6449185958563274)",0.0,0.0,0.0,"(50,)",logistic,0.001,sgd,0.001,300,707878
11,euclidian_px_all,mlpclassifier,CFS,0.6236363636363637,"(0.6023541314163999, 0.6449185958563274)",0.0,0.0,0.0,"(50,)",logistic,0.01,sgd,0.001,300,707878
12,euclidian_px_all,mlpclassifier,CFS,0.6963636363636363,"(0.6188011909054473, 0.7739260818218253)",0.6388095238095237,0.47000000000000003,0.49169552669552663,"(50,)",tanh,0.0001,lbfgs,0.001,300,707878
13,euclidian_px_all,mlpclassifier,CFS,0.6690909090909092,"(0.5913469458430299, 0.7468348723387884)",0.5166666666666666,0.54,0.5185714285714286,"(50,)",tanh,0.001,lbfgs,0.001,300,707878
14,euclidian_px_all,mlpclassifier,CFS,0.6690909090909092,"(0.6045561735917192, 0.7336256445900992)",0.6428571428571429,0.54,0.5327994227994228,"(50,)",tanh,0.01,lbfgs,0.001,300,707878
15,euclidian_px_all,mlpclassifier,CFS,0.6236363636363637,"(0.6023541314163999, 0.6449185958563274)",0.0,0.0,0.0,"(50,)",tanh,0.0001,sgd,0.001,300,707878
16,euclidian_px_all,mlpclassifier,CFS,0.6236363636363637,"(0.6023541314163999, 0.6449185958563274)",0.0,0.0,0.0,"(50,)",tanh,0.001,sgd,0.001,300,707878
17,euclidian_px_all,mlpclassifier,CFS,0.6236363636363637,"(0.6023541314163999, 0.6449185958563274)",0.0,0.0,0.0,"(50,)",tanh,0.01,sgd,0.001,300,707878
18,euclidian_px_all,mlpclassifier,CFS,0.6772727272727272,"(0.5581041332487442, 0.7964413212967103)",0.6016666666666667,0.54,0.5546825396825397,"(50,)",relu,0.0001,lbfgs,0.001,300,707878
19,euclidian_px_all,mlpclassifier,CFS,0.6872727272727273,"(0.6153032641432825, 0.759242190402172)",0.605,0.495,0.5102380952380952,"(50,)",relu,0.001,lbfgs,0.001,300,707878
