id,dataset,classifier,reduction,accuracy,IC_Accuracy,precision,recall,f1
0,euclidian_px_all,gaussiannb,mRMR,0.6518181818181819,"(0.5673068900106654, 0.7363294736256983)",0.5783333333333334,0.5349999999999999,0.5397619047619047
