id,dataset,classifier,reduction,accuracy,IC_Accuracy,precision,recall,f1,hidden_layer_sizes,activation,alpha,solver,learning_rate_init,max_iter,random_state
0,euclidian_px_all,mlpclassifier,mRMR,0.7318181818181818,"(0.641856352906376, 0.8217800107299876)",0.618095238095238,0.75,0.6646031746031745,"(50,)",identity,0.0001,lbfgs,0.001,300,707878
1,euclidian_px_all,mlpclassifier,mRMR,0.6963636363636364,"(0.5974964708508691, 0.7952308018764037)",0.5697619047619048,0.7,0.6221428571428571,"(50,)",identity,0.001,lbfgs,0.001,300,707878
2,euclidian_px_all,mlpclassifier,mRMR,0.7145454545454546,"(0.6231869371673762, 0.805903971923533)",0.5933333333333334,0.73,0.6428860028860028,"(50,)",identity,0.01,lbfgs,0.001,300,707878
3,euclidian_px_all,mlpclassifier,mRMR,0.39454545454545453,"(0.3638603562157419, 0.42523055287516714)",0.38363636363636366,1.0,0.5539285714285713,"(50,)",identity,0.0001,sgd,0.001,300,707878
4,euclidian_px_all,mlpclassifier,mRMR,0.39454545454545453,"(0.3638603562157419, 0.42523055287516714)",0.38363636363636366,1.0,0.5539285714285713,"(50,)",identity,0.001,sgd,0.001,300,707878
5,euclidian_px_all,mlpclassifier,mRMR,0.39454545454545453,"(0.3638603562157419, 0.42523055287516714)",0.38363636363636366,1.0,0.5539285714285713,"(50,)",identity,0.01,sgd,0.001,300,707878
6,euclidian_px_all,mlpclassifier,mRMR,0.7154545454545456,"(0.637538531993133, 0.7933705589159581)",0.6388095238095238,0.6849999999999999,0.6416161616161616,"(50,)",logistic,0.0001,lbfgs,0.001,300,707878
7,euclidian_px_all,mlpclassifier,mRMR,0.7618181818181818,"(0.6693554703883374, 0.8542808932480263)",0.6421428571428571,0.8,0.6987950937950939,"(50,)",logistic,0.001,lbfgs,0.001,300,707878
8,euclidian_px_all,mlpclassifier,mRMR,0.7445454545454546,"(0.6599008378010824, 0.8291900712898268)",0.6769047619047619,0.725,0.6609018759018759,"(50,)",logistic,0.01,lbfgs,0.001,300,707878
9,euclidian_px_all,mlpclassifier,mRMR,0.32999999999999996,"(0.23772804104215972, 0.4222719589578402)",0.23953823953823955,0.475,0.3162237762237762,"(50,)",logistic,0.0001,sgd,0.001,300,707878
10,euclidian_px_all,mlpclassifier,mRMR,0.32999999999999996,"(0.23772804104215972, 0.4222719589578402)",0.23953823953823955,0.475,0.3162237762237762,"(50,)",logistic,0.001,sgd,0.001,300,707878
11,euclidian_px_all,mlpclassifier,mRMR,0.32999999999999996,"(0.23772804104215972, 0.4222719589578402)",0.23953823953823955,0.475,0.3162237762237762,"(50,)",logistic,0.01,sgd,0.001,300,707878
12,euclidian_px_all,mlpclassifier,mRMR,0.780909090909091,"(0.6836590571756417, 0.8781591246425403)",0.6878571428571428,0.825,0.7306132756132756,"(50,)",tanh,0.0001,lbfgs,0.001,300,707878
13,euclidian_px_all,mlpclassifier,mRMR,0.78,"(0.6925514724429231, 0.8674485275570769)",0.7500000000000001,0.75,0.7075757575757575,"(50,)",tanh,0.001,lbfgs,0.001,300,707878
14,euclidian_px_all,mlpclassifier,mRMR,0.7154545454545456,"(0.637538531993133, 0.7933705589159581)",0.6254761904761905,0.7,0.633080808080808,"(50,)",tanh,0.01,lbfgs,0.001,300,707878
15,euclidian_px_all,mlpclassifier,mRMR,0.38545454545454544,"(0.3581737989971494, 0.41273529191194147)",0.37696969696969695,0.975,0.5429395604395604,"(50,)",tanh,0.0001,sgd,0.001,300,707878
16,euclidian_px_all,mlpclassifier,mRMR,0.38545454545454544,"(0.3581737989971494, 0.41273529191194147)",0.37696969696969695,0.975,0.5429395604395604,"(50,)",tanh,0.001,sgd,0.001,300,707878
17,euclidian_px_all,mlpclassifier,mRMR,0.38545454545454544,"(0.3581737989971494, 0.41273529191194147)",0.37696969696969695,0.975,0.5429395604395604,"(50,)",tanh,0.01,sgd,0.001,300,707878
18,euclidian_px_all,mlpclassifier,mRMR,0.7418181818181818,"(0.6709009604661187, 0.812735403170245)",0.64,0.78,0.6920923520923521,"(50,)",relu,0.0001,lbfgs,0.001,300,707878
19,euclidian_px_all,mlpclassifier,mRMR,0.7963636363636363,"(0.7176586482095773, 0.8750686245176953)",0.7150000000000001,0.78,0.7289682539682539,"(50,)",relu,0.001,lbfgs,0.001,300,707878
20,euclidian_px_all,mlpclassifier,mRMR,0.769090909090909,"(0.6884399649135826, 0.8497418532682355)",0.6758333333333334,0.825,0.7315262515262515,"(50,)",relu,0.01,lbfgs,0.001,300,707878
21,euclidian_px_all,mlpclassifier,mRMR,0.38545454545454544,"(0.3581737989971494, 0.41273529191194147)",0.38,1.0,0.5501190476190476,"(50,)",relu,0.0001,sgd,0.001,300,707878
22,euclidian_px_all,mlpclassifier,mRMR,0.38545454545454544,"(0.3581737989971494, 0.41273529191194147)",0.38,1.0,0.5501190476190476,"(50,)",relu,0.001,sgd,0.001,300,707878
23,euclidian_px_all,mlpclassifier,mRMR,0.38545454545454544,"(0.3581737989971494, 0.41273529191194147)",0.38,1.0,0.5501190476190476,"(50,)",relu,0.01,sgd,0.001,300,707878
24,euclidian_px_all,mlpclassifier,mRMR,0.6963636363636364,"(0.6075079968071527, 0.7852192759201201)",0.5911904761904763,0.665,0.6166883116883117,"(50, 50, 50)",identity,0.0001,lbfgs,0.001,300,707878
25,euclidian_px_all,mlpclassifier,mRMR,0.6963636363636364,"(0.6075079968071527, 0.7852192759201201)",0.5816666666666668,0.665,0.6094444444444445,"(50, 50, 50)",identity,0.001,lbfgs,0.001,300,707878
26,euclidian_px_all,mlpclassifier,mRMR,0.7327272727272727,"(0.6267053789022332, 0.8387491665523121)",0.6633333333333333,0.7150000000000001,0.6638095238095238,"(50, 50, 50)",identity,0.01,lbfgs,0.001,300,707878
27,euclidian_px_all,mlpclassifier,mRMR,0.7154545454545456,"(0.6584298354560438, 0.7724792554530473)",0.6133333333333333,0.735,0.6565873015873015,"(50, 50, 50)",identity,0.0001,sgd,0.001,300,707878
28,euclidian_px_all,mlpclassifier,mRMR,0.7154545454545456,"(0.6584298354560438, 0.7724792554530473)",0.6133333333333333,0.735,0.6565873015873015,"(50, 50, 50)",identity,0.001,sgd,0.001,300,707878
29,euclidian_px_all,mlpclassifier,mRMR,0.7154545454545456,"(0.6584298354560438, 0.7724792554530473)",0.6133333333333333,0.735,0.6565873015873015,"(50, 50, 50)",identity,0.01,sgd,0.001,300,707878
30,euclidian_px_all,mlpclassifier,mRMR,0.7527272727272727,"(0.6561389681805698, 0.8493155772739756)",0.6442857142857144,0.8,0.7023953823953824,"(50, 50, 50)",logistic,0.0001,lbfgs,0.001,300,707878
31,euclidian_px_all,mlpclassifier,mRMR,0.7618181818181818,"(0.686119665309251, 0.8375166983271127)",0.6483333333333333,0.8,0.7086075036075037,"(50, 50, 50)",logistic,0.001,lbfgs,0.001,300,707878
32,euclidian_px_all,mlpclassifier,mRMR,0.7718181818181818,"(0.6696670547385634, 0.8739693088978003)",0.6599999999999999,0.775,0.6963059163059163,"(50, 50, 50)",logistic,0.01,lbfgs,0.001,300,707878
33,euclidian_px_all,mlpclassifier,mRMR,0.6236363636363637,"(0.6023541314163999, 0.6449185958563274)",0.0,0.0,0.0,"(50, 50, 50)",logistic,0.0001,sgd,0.001,300,707878
34,euclidian_px_all,mlpclassifier,mRMR,0.6236363636363637,"(0.6023541314163999, 0.6449185958563274)",0.0,0.0,0.0,"(50, 50, 50)",logistic,0.001,sgd,0.001,300,707878
35,euclidian_px_all,mlpclassifier,mRMR,0.6236363636363637,"(0.6023541314163999, 0.6449185958563274)",0.0,0.0,0.0,"(50, 50, 50)",logistic,0.01,sgd,0.001,300,707878
36,euclidian_px_all,mlpclassifier,mRMR,0.7336363636363636,"(0.6553593752822814, 0.8119133519904459)",0.6204761904761905,0.725,0.6501443001443001,"(50, 50, 50)",tanh,0.0001,lbfgs,0.001,300,707878
37,euclidian_px_all,mlpclassifier,mRMR,0.7163636363636364,"(0.6135545943456254, 0.8191726783816474)",0.5900000000000001,0.7,0.6264646464646464,"(50, 50, 50)",tanh,0.001,lbfgs,0.001,300,707878
38,euclidian_px_all,mlpclassifier,mRMR,0.6699999999999999,"(0.5550539528789252, 0.7849460471210746)",0.5146825396825396,0.725,0.5948212898212899,"(50, 50, 50)",tanh,0.01,lbfgs,0.001,300,707878
39,euclidian_px_all,mlpclassifier,mRMR,0.7045454545454545,"(0.6037463396175548, 0.8053445694733542)",0.6321428571428572,0.71,0.6500288600288601,"(50, 50, 50)",tanh,0.0001,sgd,0.001,300,707878
40,euclidian_px_all,mlpclassifier,mRMR,0.7045454545454545,"(0.6037463396175548, 0.8053445694733542)",0.6321428571428572,0.71,0.6500288600288601,"(50, 50, 50)",tanh,0.001,sgd,0.001,300,707878
41,euclidian_px_all,mlpclassifier,mRMR,0.7045454545454545,"(0.6037463396175548, 0.8053445694733542)",0.6321428571428572,0.71,0.6500288600288601,"(50, 50, 50)",tanh,0.01,sgd,0.001,300,707878
42,euclidian_px_all,mlpclassifier,mRMR,0.7327272727272727,"(0.6409582454525862, 0.8244963000019592)",0.645,0.6799999999999999,0.6472510822510822,"(50, 50, 50)",relu,0.0001,lbfgs,0.001,300,707878
43,euclidian_px_all,mlpclassifier,mRMR,0.7054545454545454,"(0.6356054155712423, 0.7753036753378486)",0.6266666666666667,0.61,0.6004761904761904,"(50, 50, 50)",relu,0.001,lbfgs,0.001,300,707878
44,euclidian_px_all,mlpclassifier,mRMR,0.7618181818181818,"(0.6801483509782598, 0.8434880126581039)",0.6961111111111111,0.7,0.6817765567765568,"(50, 50, 50)",relu,0.01,lbfgs,0.001,300,707878
45,euclidian_px_all,mlpclassifier,mRMR,0.37636363636363634,"(0.3550814041436726, 0.39764586858360007)",0.3753535353535354,0.9800000000000001,0.540952380952381,"(50, 50, 50)",relu,0.0001,sgd,0.001,300,707878
46,euclidian_px_all,mlpclassifier,mRMR,0.37636363636363634,"(0.3550814041436726, 0.39764586858360007)",0.3753535353535354,0.9800000000000001,0.540952380952381,"(50, 50, 50)",relu,0.001,sgd,0.001,300,707878
47,euclidian_px_all,mlpclassifier,mRMR,0.37636363636363634,"(0.3550814041436726, 0.39764586858360007)",0.3753535353535354,0.9800000000000001,0.540952380952381,"(50, 50, 50)",relu,0.01,sgd,0.001,300,707878
48,euclidian_px_all,mlpclassifier,mRMR,0.7154545454545456,"(0.6163097592840495, 0.8145993316250416)",0.6566666666666666,0.705,0.6449494949494948,"(100,)",identity,0.0001,lbfgs,0.001,300,707878
49,euclidian_px_all,mlpclassifier,mRMR,0.7518181818181818,"(0.6493180859665839, 0.8543182776697797)",0.6754761904761905,0.755,0.6793434343434344,"(100,)",identity,0.001,lbfgs,0.001,300,707878
50,euclidian_px_all,mlpclassifier,mRMR,0.7427272727272728,"(0.6369782742715893, 0.8484762711829563)",0.6376190476190475,0.775,0.682958152958153,"(100,)",identity,0.01,lbfgs,0.001,300,707878
51,euclidian_px_all,mlpclassifier,mRMR,0.3490909090909091,"(0.31918120387478066, 0.3790006143070376)",0.3506818181818182,0.885,0.4994871794871794,"(100,)",identity,0.0001,sgd,0.001,300,707878
52,euclidian_px_all,mlpclassifier,mRMR,0.3490909090909091,"(0.31918120387478066, 0.3790006143070376)",0.3506818181818182,0.885,0.4994871794871794,"(100,)",identity,0.001,sgd,0.001,300,707878
53,euclidian_px_all,mlpclassifier,mRMR,0.3490909090909091,"(0.31918120387478066, 0.3790006143070376)",0.3506818181818182,0.885,0.4994871794871794,"(100,)",identity,0.01,sgd,0.001,300,707878
54,euclidian_px_all,mlpclassifier,mRMR,0.7254545454545454,"(0.629402819651455, 0.8215062712576358)",0.6088095238095238,0.725,0.6481601731601732,"(100,)",logistic,0.0001,lbfgs,0.001,300,707878
55,euclidian_px_all,mlpclassifier,mRMR,0.7436363636363635,"(0.6588059978740264, 0.8284667293987007)",0.6371428571428572,0.675,0.6374458874458874,"(100,)",logistic,0.001,lbfgs,0.001,300,707878
56,euclidian_px_all,mlpclassifier,mRMR,0.7336363636363636,"(0.6616114301895597, 0.8056612970831676)",0.7100000000000001,0.7,0.6386580086580087,"(100,)",logistic,0.01,lbfgs,0.001,300,707878
57,euclidian_px_all,mlpclassifier,mRMR,0.6063636363636363,"(0.5399028176322493, 0.6728244550950233)",0.15,0.05,0.07333333333333333,"(100,)",logistic,0.0001,sgd,0.001,300,707878
58,euclidian_px_all,mlpclassifier,mRMR,0.6063636363636363,"(0.5399028176322493, 0.6728244550950233)",0.15,0.05,0.07333333333333333,"(100,)",logistic,0.001,sgd,0.001,300,707878
59,euclidian_px_all,mlpclassifier,mRMR,0.6063636363636363,"(0.5399028176322493, 0.6728244550950233)",0.15,0.05,0.07333333333333333,"(100,)",logistic,0.01,sgd,0.001,300,707878
60,euclidian_px_all,mlpclassifier,mRMR,0.7236363636363636,"(0.6244370938443298, 0.8228356334283975)",0.6054761904761905,0.675,0.6218109668109667,"(100,)",tanh,0.0001,lbfgs,0.001,300,707878
