id,dataset,classifier,reduction,accuracy,IC_Accuracy,precision,recall,f1,hidden_layer_sizes,activation,alpha,solver,learning_rate_init,max_iter,random_state
0,euclidian_px_all,mlpclassifier,PCA,0.7054545454545454,"(0.6356054155712423, 0.7753036753378486)",0.5933333333333334,0.605,0.5919047619047619,"(50,)",identity,0.0001,lbfgs,0.001,300,707878
1,euclidian_px_all,mlpclassifier,PCA,0.7054545454545454,"(0.6356054155712423, 0.7753036753378486)",0.5933333333333334,0.605,0.5919047619047619,"(50,)",identity,0.001,lbfgs,0.001,300,707878
2,euclidian_px_all,mlpclassifier,PCA,0.6972727272727274,"(0.6105661139719956, 0.7839793405734592)",0.5883333333333334,0.58,0.5748412698412698,"(50,)",identity,0.01,lbfgs,0.001,300,707878
3,euclidian_px_all,mlpclassifier,PCA,0.6872727272727273,"(0.6090467757546467, 0.7654986787908078)",0.5845238095238094,0.585,0.5696248196248197,"(50,)",identity,0.0001,sgd,0.001,300,707878
4,euclidian_px_all,mlpclassifier,PCA,0.6872727272727273,"(0.6090467757546467, 0.7654986787908078)",0.5845238095238094,0.585,0.5696248196248197,"(50,)",identity,0.001,sgd,0.001,300,707878
5,euclidian_px_all,mlpclassifier,PCA,0.6872727272727273,"(0.6090467757546467, 0.7654986787908078)",0.5845238095238094,0.585,0.5696248196248197,"(50,)",identity,0.01,sgd,0.001,300,707878
6,euclidian_px_all,mlpclassifier,PCA,0.7345454545454546,"(0.6640535277115233, 0.805037381379386)",0.6300000000000001,0.6799999999999999,0.6455555555555555,"(50,)",logistic,0.0001,lbfgs,0.001,300,707878
7,euclidian_px_all,mlpclassifier,PCA,0.6872727272727273,"(0.6032548996485992, 0.7712905548968553)",0.5666666666666667,0.585,0.5643650793650793,"(50,)",logistic,0.001,lbfgs,0.001,300,707878
8,euclidian_px_all,mlpclassifier,PCA,0.7236363636363636,"(0.6456510338864783, 0.801621693386249)",0.6383333333333333,0.585,0.5976190476190475,"(50,)",logistic,0.01,lbfgs,0.001,300,707878
9,euclidian_px_all,mlpclassifier,PCA,0.6236363636363637,"(0.6023541314163999, 0.6449185958563274)",0.0,0.0,0.0,"(50,)",logistic,0.0001,sgd,0.001,300,707878
10,euclidian_px_all,mlpclassifier,PCA,0.6236363636363637,"(0.6023541314163999, 0.6449185958563274)",0.0,0.0,0.0,"(50,)",logistic,0.001,sgd,0.001,300,707878
11,euclidian_px_all,mlpclassifier,PCA,0.6236363636363637,"(0.6023541314163999, 0.6449185958563274)",0.0,0.0,0.0,"(50,)",logistic,0.01,sgd,0.001,300,707878
12,euclidian_px_all,mlpclassifier,PCA,0.7236363636363636,"(0.6456510338864784, 0.8016216933862489)",0.6416666666666666,0.585,0.5917460317460317,"(50,)",tanh,0.0001,lbfgs,0.001,300,707878
13,euclidian_px_all,mlpclassifier,PCA,0.7236363636363636,"(0.6456510338864784, 0.8016216933862489)",0.6416666666666666,0.585,0.5917460317460317,"(50,)",tanh,0.001,lbfgs,0.001,300,707878
14,euclidian_px_all,mlpclassifier,PCA,0.7236363636363636,"(0.6456510338864784, 0.8016216933862489)",0.6416666666666666,0.585,0.5917460317460317,"(50,)",tanh,0.01,lbfgs,0.001,300,707878
15,euclidian_px_all,mlpclassifier,PCA,0.7163636363636363,"(0.6283260789386635, 0.8044011937886091)",0.6990476190476191,0.5900000000000001,0.5922655122655123,"(50,)",tanh,0.0001,sgd,0.001,300,707878
16,euclidian_px_all,mlpclassifier,PCA,0.7163636363636363,"(0.6283260789386635, 0.8044011937886091)",0.6990476190476191,0.5900000000000001,0.5922655122655123,"(50,)",tanh,0.001,sgd,0.001,300,707878
17,euclidian_px_all,mlpclassifier,PCA,0.7163636363636363,"(0.6283260789386635, 0.8044011937886091)",0.6990476190476191,0.5900000000000001,0.5922655122655123,"(50,)",tanh,0.01,sgd,0.001,300,707878
