id,mean_fit_time,std_fit_time,mean_score_time,std_score_time,params,split0_test_accuracy,split1_test_accuracy,split2_test_accuracy,split3_test_accuracy,split4_test_accuracy,split5_test_accuracy,split6_test_accuracy,split7_test_accuracy,split8_test_accuracy,split9_test_accuracy,mean_test_accuracy,std_test_accuracy,rank_test_accuracy,split0_test_precision_macro,split1_test_precision_macro,split2_test_precision_macro,split3_test_precision_macro,split4_test_precision_macro,split5_test_precision_macro,split6_test_precision_macro,split7_test_precision_macro,split8_test_precision_macro,split9_test_precision_macro,mean_test_precision_macro,std_test_precision_macro,rank_test_precision_macro,split0_test_recall_macro,split1_test_recall_macro,split2_test_recall_macro,split3_test_recall_macro,split4_test_recall_macro,split5_test_recall_macro,split6_test_recall_macro,split7_test_recall_macro,split8_test_recall_macro,split9_test_recall_macro,mean_test_recall_macro,std_test_recall_macro,rank_test_recall_macro,split0_test_f1_macro,split1_test_f1_macro,split2_test_f1_macro,split3_test_f1_macro,split4_test_f1_macro,split5_test_f1_macro,split6_test_f1_macro,split7_test_f1_macro,split8_test_f1_macro,split9_test_f1_macro,mean_test_f1_macro,std_test_f1_macro,rank_test_f1_macro
0,0.001505136489868164,4.663213867285075e-05,0.00842456817626953,0.0036321376170097676,{},0.8571428571428571,0.7857142857142857,0.9285714285714286,0.7857142857142857,0.7857142857142857,0.5714285714285714,0.8461538461538461,0.6153846153846154,0.6153846153846154,0.6923076923076923,0.7483516483516485,0.11308007342977464,1,0.8888888888888888,0.7916666666666667,0.9375,0.7916666666666667,0.7916666666666667,0.606060606060606,0.875,0.6190476190476191,0.6190476190476191,0.7083333333333333,0.7628878066378066,0.11417988596234221,1,0.8571428571428572,0.7857142857142857,0.9285714285714286,0.7857142857142857,0.7857142857142857,0.5714285714285714,0.8571428571428572,0.6190476190476191,0.6190476190476191,0.6785714285714286,0.7488095238095239,0.11399392313834829,1,0.8541666666666667,0.7846153846153845,0.9282051282051282,0.7846153846153845,0.7846153846153845,0.5333333333333332,0.8452380952380951,0.6153846153846153,0.6153846153846153,0.675,0.7420558608058607,0.11977215286669349,1
