id,dataset,classifier,reduction,accuracy,IC_Accuracy,precision,recall,f1,hidden_layer_sizes,activation,alpha,solver,learning_rate_init,max_iter,random_state
127,euclidian_px_all,mlpclassifier,ReliefF,0.6254545454545454,"(0.46900264241838424, 0.7819064484907066)",0.5743145743145742,0.8400000000000001,0.6470862470862471,"(45, 45, 45)",logistic,0.001,lbfgs,0.001,300,707878
128,euclidian_px_all,mlpclassifier,ReliefF,0.6154545454545455,"(0.5115883892249181, 0.7193207016841728)",0.47653679653679654,0.6599999999999999,0.5244155844155843,"(45, 45, 45)",logistic,0.01,lbfgs,0.001,300,707878
129,euclidian_px_all,mlpclassifier,ReliefF,0.569090909090909,"(0.48890737507504806, 0.6492744431067698)",0.07272727272727272,0.2,0.10666666666666666,"(45, 45, 45)",logistic,0.0001,sgd,0.001,300,707878
130,euclidian_px_all,mlpclassifier,ReliefF,0.569090909090909,"(0.48890737507504806, 0.6492744431067698)",0.07272727272727272,0.2,0.10666666666666666,"(45, 45, 45)",logistic,0.001,sgd,0.001,300,707878
131,euclidian_px_all,mlpclassifier,ReliefF,0.569090909090909,"(0.48890737507504806, 0.6492744431067698)",0.07272727272727272,0.2,0.10666666666666666,"(45, 45, 45)",logistic,0.01,sgd,0.001,300,707878
132,euclidian_px_all,mlpclassifier,ReliefF,0.7163636363636364,"(0.6283260789386637, 0.8044011937886092)",0.6036904761904761,0.75,0.6605955155955157,"(45, 45, 45)",tanh,0.0001,lbfgs,0.001,300,707878
133,euclidian_px_all,mlpclassifier,ReliefF,0.7445454545454546,"(0.6545209744771407, 0.8345699346137685)",0.6683333333333333,0.74,0.6805555555555556,"(45, 45, 45)",tanh,0.001,lbfgs,0.001,300,707878
134,euclidian_px_all,mlpclassifier,ReliefF,0.7245454545454546,"(0.6710931834435602, 0.777997725647349)",0.6069047619047618,0.775,0.6715367965367964,"(45, 45, 45)",tanh,0.01,lbfgs,0.001,300,707878
135,euclidian_px_all,mlpclassifier,ReliefF,0.6963636363636363,"(0.5928531910728468, 0.7998740816544258)",0.6183333333333333,0.735,0.6585930735930736,"(45, 45, 45)",tanh,0.0001,sgd,0.001,300,707878
136,euclidian_px_all,mlpclassifier,ReliefF,0.6963636363636363,"(0.5928531910728468, 0.7998740816544258)",0.6183333333333333,0.735,0.6585930735930736,"(45, 45, 45)",tanh,0.001,sgd,0.001,300,707878
137,euclidian_px_all,mlpclassifier,ReliefF,0.6963636363636363,"(0.5928531910728468, 0.7998740816544258)",0.6183333333333333,0.735,0.6585930735930736,"(45, 45, 45)",tanh,0.01,sgd,0.001,300,707878
138,euclidian_px_all,mlpclassifier,ReliefF,0.7436363636363637,"(0.6707199785104215, 0.8165527487623058)",0.6833333333333333,0.6599999999999999,0.6576190476190475,"(45, 45, 45)",relu,0.0001,lbfgs,0.001,300,707878
139,euclidian_px_all,mlpclassifier,ReliefF,0.7436363636363637,"(0.6483705109350464, 0.8389022163376809)",0.6816666666666666,0.71,0.6836724386724387,"(45, 45, 45)",relu,0.001,lbfgs,0.001,300,707878
140,euclidian_px_all,mlpclassifier,ReliefF,0.7145454545454546,"(0.613422902990137, 0.8156680061007722)",0.6466666666666667,0.6849999999999999,0.6469264069264069,"(45, 45, 45)",relu,0.01,lbfgs,0.001,300,707878
141,euclidian_px_all,mlpclassifier,ReliefF,0.4790909090909091,"(0.37613344585310576, 0.5820483723287124)",0.4361616161616162,0.95,0.585576923076923,"(45, 45, 45)",relu,0.0001,sgd,0.001,300,707878
142,euclidian_px_all,mlpclassifier,ReliefF,0.4790909090909091,"(0.37613344585310576, 0.5820483723287124)",0.4361616161616162,0.95,0.585576923076923,"(45, 45, 45)",relu,0.001,sgd,0.001,300,707878
143,euclidian_px_all,mlpclassifier,ReliefF,0.4790909090909091,"(0.37613344585310576, 0.5820483723287124)",0.4361616161616162,0.95,0.585576923076923,"(45, 45, 45)",relu,0.01,sgd,0.001,300,707878
